"work_group_id"	"status"	"evidence_commit"	"evidence_locator"	"discovery_command"	"verification_command"	"verification_result"	"closure_state"	"reason"	"falsifier"
"work-r3v-current-program-status-md-p1-host-model-rungs-that-66618ed7e3a7"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-current-program-status-md-p0-blocks-the-next-target-4f7f3b702150"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-const-float-r300-tcl-bypass-2e978e9a8673"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-test-c-test-family-emit-deviates-329e7c6d469b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-render-shape-procedure-md-original-line-99-8d494363904b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-render-shape-c-original-line-70-84c21d05d93e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-cell-c-r3v-native-record-tcl-bypass-triangle-c4d5801dfde2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-render-shape-procedure-md-deviation-there-names-4ce16313f5e1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-h-struct-r300-triangle-render-shape-e3e5869b4880"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-render-4a749849e3b6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-uint32-t-a0d6f71fa214"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-cell-c-emit-and-install-triangle-cell-struct-030f25fb3088"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-h-vk-define-nondisp-handle-casts-r3v-native-87e5ad9b1dec"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-recording-c-static-bool-b6982d51509f"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-image-c-r3v-bindimagememory-vkdevice-device-vkimage-image-381756219a61"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-draw-c-r3v-cmdbeginrenderpass-vkcommandbuffer-commandbuffer-612e6bf76415"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-agents-md-original-line-5-78b52c499aa1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-agents-md-original-line-16-e0b824ae042e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-current-program-status-md-bit-the-ledger-claim-and-a771b43a4e04"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-current-program-status-md-first-real-submission-waits-on-09d7084a5cba"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-recording-c-r3v-cmdexecutecommands-a0885c858438"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-current-program-status-md-conformance-expands-by-executed-mechanism-e641571280bf"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-emit-cc69b2030358"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-draw-c-record-draw-vkcommandbuffer-commandbuffer-const-struct-f597fcf01c71"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-sampled-c-original-line-13-ef672bb7fad3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-sampled-c-original-line-711-d29bc3d73708"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-sampled-c-original-line-10-2839b27ef503"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-sampled-c-original-line-356-1257407f4067"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-sampled-c-original-line-67-9ab5ce311974"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-current-program-status-md-above-is-rung-zero-the-7c5726e21378"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-sampled-c-main-int-argc-char-argv-6d3d4dc94d7f"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-itself-admit-imagetype-1d-cd6d6e43e0e3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-render-ec50480f6203"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-arming-c-r3v-native-arming-evaluate-const-struct-91b8d5b84bc0"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-h-r3v-native-image-layer-pitch-bytes-uint32-1822efd8d81b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-varying-9f7d196918b1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-composed-sample-emit-const-struct-97cb1c3402f9"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-h-int-r300-tcl-bypass-triangle-45b11f238036"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-coverage-82f24546ba77"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-sampled-c-pfn-vkvoidfunction-vk-icdgetinstanceprocad-de26af02ffc4"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-cell-c-r3v-native-record-r2vb-status-load-324b7eb7452c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-arming-runner-c-cell-emit-struct-r300-tcl-c3e3e1b947b2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-queue-c-cell-geometry-unfrozen-const-struct-r3v-46aa1a5d835b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-composed-c-original-line-12-9ea983fc473f"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-composed-c-original-line-142-2123e448c49f"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-composed-c-original-line-303-f86bde5686f7"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-composed-c-original-line-354-bb0f4c3e1d38"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-test-c-test-varying-shape-vertices-68107db2efe0"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-composed-render-sample-procedure-md-original-line-c916e554b009"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-composed-render-sample-procedure-md-original-line-e6f65c326ae9"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-composed-c-main-int-argc-char-argv-59d94baeaac5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-coverage-55a18c466e94"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-composed-c-report-const-char-label-const-dbf0d79f3f80"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-interior-b52bc335f53d"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-h-void-r300-tcl-bypass-triangle-ff19f7842a70"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-agents-md-structure-agent-loaded-markdown-documents-with-clean-predictab-65dc76c1fb17"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-agents-md-these-rules-are-enforceable-later-sections-explain-mechanism-6b95ca4be917"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-agents-md-when-open-proofs-is-available-use-proof-names-2decc56edcf5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-bind-304fce058989"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-validate-6f77a10b9fee"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-resolution-campaign-md-original-line-49-86a59b5af1fb"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-action-frontier-tsv-original-line-2-96eb38c12512"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-action-frontier-tsv-original-line-9-6de3c723a742"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-review-thread-frontier-py-original-line-295-2ffa64a25969"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-resolution-ledger-tsv-original-line-2-0e8951d4f879"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-action-frontier-tsv-original-line-38-87420329d642"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-action-frontier-tsv-original-line-4-8af1d4295a4c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-action-frontier-tsv-original-line-48-2e3b8bb0658c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-review-thread-resolution-py-original-line-205-fcd7920434c0"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-review-thread-resolution-py-original-line-184-8fa3088ae76b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-review-thread-resolution-py-original-line-220-94b704c8a28b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-review-thread-resolution-py-original-line-226-ad77ca4a18e2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-review-thread-resolution-py-original-line-238-a5909e803a24"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-resolution-campaign-md-relevant-focused-gate-resolu-05d35a82ffb2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-draw-vs-nir-c-draw-vs-nir-io-slots-const-890df8cecb4e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-batch-registry-tsv-original-line-4-a1248e8bc913"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-action-frontier-tsv-original-line-2-d61223f31f48"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-action-frontier-tsv-original-line-35-6dd1ac63b0d0"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-1-d9b87f81563c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-19-dd8958b28cbb"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-22-04e954f2671c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-makefile-export-hostenv-input-46a68443b3d8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-resolution-campaign-md-mutation-journal-records-an-439b6241a6a2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-action-frontier-tsv-original-line-3-5ec2357b6366"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-review-thread-frontier-py-def-validate-files-b1b80460c88e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-batch-registry-tsv-batch-id-state-denominator-af4e50a9dc52"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-makefile-audit-source-root-check-source-root-control-unit-test-fbe7f8ea0dfa"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-draw-vs-nir-c-draw-vs-nir-io-spans-nir-7c46090b44d1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-14-b5c418cce13c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-30-4c1acf87a0df"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-31-750161afdd61"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-test-review-thread-classification-py-def-test-third-classification-rejec-0c8bca7844ec"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-3-a302c36b493c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-resolution-campaign-md-at-2026-08-27t01-c49196f96102"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-23-e17ba9f16052"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-27-d49f6cb27c59"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-36-811a9dd30499"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-headless-hardware-gl-runner-md-original-line-218-33ecc7adae55"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-headless-hardware-gl-runner-md-original-line-224-ef0aca13d6ea"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-headless-hardware-gl-runner-md-original-line-265-4150631086e2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-headless-hardware-gl-runner-md-original-line-305-81c4ce1f4083"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-headless-hardware-gl-runner-md-original-line-323-f2c3a5e49eea"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-headless-hardware-gl-runner-md-original-line-35-833190efb695"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-headless-hardware-gl-runner-md-original-line-90-83fa0d378af4"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-source-authority-md-evidence-and-leaves-the-source-to-3bf9c6f51183"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-resolution-campaign-md-the-production-root-account-3dd75e93f2d8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-resolution-campaign-md-falsifier-and-merged-evidenc-f4cd15b60dda"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-merged-review-thread-resolution-campaign-md-commits-are-ancestors-of-c56018865d37"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-1-4272c32ad20e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-40-228a93ad9a94"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-assessments-tsv-original-line-45-1d3986f00581"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-msaa-resolve-procedure-md-entry-names-the-d7bb7b6eeb68"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-makefile-define-install-pair-449377484755"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-terakan-draw-c-terakan-cmddraw-vkcommandbuffer-const-commandbuffer-uint3-900f68a6fb22"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-terakan-nir-lower-abi-c-terakan-nir-binding-mutable-resource-93b555541a7e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-terakan-dmabuf-carrier-c-static-const-struct-terakan-carrier-policy-b84601ff7ee9"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-vl-h264-slice-parser-c-original-line-201-66c947bbe1e8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-vl-h264-slice-parser-test-c-original-line-87-43283acd7a1b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-vl-h264-cavlc-tables-h-original-line-7-5cb04185aaf6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-vl-h264-mb-decode-c-original-line-212-e3e3d014fc2d"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-vl-h264-slice-parser-c-original-line-187-97c53e0beb1e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-reg-h-enum-14beab4c6967"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-delivery-route-h-enum-r300-delivery-route-580d304dbc59"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-delivery-route-h-original-line-23-0fccff7a8f49"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-delivery-route-h-original-line-16-4811b05294ac"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-delivery-route-h-original-line-19-d5afc944939e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-delivery-route-h-original-line-36-ee6de2cf8d04"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-delivery-route-h-original-line-35-1cd594729aa6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-pipeline-c-original-line-1-4d2bfd508529"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-compute-spirv-c-original-line-456-65bb4cd79ca7"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-vertex-spirv-c-original-line-333-847ec89c12bd"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-vertex-spirv-c-original-line-716-80ba25f94641"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-vertex-spirv-c-original-line-359-1243ed43fc17"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-vertex-spirv-c-admit-module-const-uint32-t-words-6bb0947e38d3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-identity-map-c-r3v-const-fill-dispatch-replay-struct-09476c60a722"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-queue-c-r3v-replay-dispatch-struct-r3v-device-device-bb0c1d8647e5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-gallium-ownership-disposition-py-original-line-224-cfd7e61ffee3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-gallium-ownership-disposition-py-original-line-369-da7704d31223"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-dp4-fs-nir-c-original-line-54-4347a71260e5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-delivery-route-c-r300-delivery-route-resolve-const-char-1a2bae6d8781"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-gitlab-ci-inc-yml-original-line-16-5815e441adad"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-r2vb-c-original-line-1-894922fba941"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-recording-c-r3v-cmdblitimage-0a4212bf4b12"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-nonpass-ledger-tsv-waiver-waiver-deqp-vk-accepted-23f46c206294"	"unassessed"	""	""	""	""	""	"open"	""	""
