cluster_rank	cluster_id	work_group_id	oldest_thread_created_at	review_path	source_anchor	thread_count	pull_request_numbers	thread_ids	claim_headings	validation_gate	history_state
105	review-unchanged-source-src-amd-terascale-vulkan-tests-terakan-carrier-submit-53f85487ccdc	work-terakan-carrier-submit-scratch-test-c-original-line-83-283729988d3f	2026-08-26T19:41:19Z	src/amd/terascale/vulkan/tests/terakan_carrier_submit_scratch_test.c	original line 83	1	"[""1858""]"	"[""PRRT_kwDOR3YK5M6cl9hQ""]"	"[""execute the scratch allocation outside assert""]"	warning-clean-driver-build-and-focused-test	unchanged-since-review
106	review-unchanged-source-src-amd-terascale-vulkan-nir-terakan-nir-lower-e95b7fca1caf	work-terakan-nir-lower-bindings-c-terakan-nir-lower-bindings-nir-b82b42c4c466	2026-08-26T19:50:46Z	src/amd/terascale/vulkan/nir/terakan_nir_lower_bindings.c	terakan nir lower bindings nir shader const shader	1	"[""1860""]"	"[""PRRT_kwDOR3YK5M6cmIgv""]"	"[""preserve metadata for every ssbo capable graphics stage""]"	warning-clean-driver-build-and-focused-test	unchanged-since-review
107	review-unchanged-source-src-amd-terascale-vulkan-nir-terakan-nir-lower-b85e0b18b1ef	work-terakan-nir-lower-tg4-view-swizzle-c-terakan-nir-lower-e37bc04e2755	2026-08-26T20:03:47Z	src/amd/terascale/vulkan/nir/terakan_nir_lower_tg4_view_swizzle.c	terakan nir lower tg4 view swizzle instr nir builder const b	1	"[""1861""]"	"[""PRRT_kwDOR3YK5M6cmXiv""]"	"[""include the tg4 metadata map in the shader cache key""]"	warning-clean-driver-build-and-focused-test	unchanged-since-review
108	review-unchanged-source-src-amd-terascale-vulkan-terakan-robustness-metadata-c-748fa5a91a35	work-terakan-robustness-metadata-c-terakan-robustness-metadata-apply-ba1e699f7470	2026-08-26T20:03:47Z	src/amd/terascale/vulkan/terakan_robustness_metadata.c	terakan robustness metadata apply	2	"[""1861""]"	"[""PRRT_kwDOR3YK5M6cmXil"",""PRRT_kwDOR3YK5M6cmXiq""]"	"[""use the compute stage line in explicit kcache binds"",""invalidate the shared fragment compute kcache binding""]"	warning-clean-driver-build-and-focused-test	unchanged-since-review
109	review-unchanged-source-build-infra-docs-review-thread-frontiers-merged-pr1-2648a08b9f70	work-action-frontier-tsv-original-line-1-799bf27c95d0	2026-08-26T20:26:55Z	build-infra/docs/review-thread-frontiers/merged-pr1-pr90/action-frontier.tsv	original line 1	1	"[""1864""]"	"[""PRRT_kwDOR3YK5M6cmx7f""]"	"[""keep one canonical copy of the closed frontier""]"	schema-generator-and-mutation-check	unchanged-since-review
110	review-unchanged-source-build-infra-docs-review-thread-frontiers-merged-pr93-7b162c0683ba	work-manifest-json-original-line-1-e5894eb6dd96	2026-08-26T20:26:55Z	build-infra/docs/review-thread-frontiers/merged-pr93-pr161/manifest.json	original line 1	1	"[""1864""]"	"[""PRRT_kwDOR3YK5M6cmx7e""]"	"[""rename retained bundles without pr ranges""]"	schema-generator-and-mutation-check	unchanged-since-review
111	review-unchanged-source-build-infra-scripts-review-thread-batch-capture-py-8ca7f6a22766	work-review-thread-batch-capture-py-original-line-192-ebc202e7be5f	2026-08-26T20:26:55Z	build-infra/scripts/review_thread_batch_capture.py	original line 192	1	"[""1864""]"	"[""PRRT_kwDOR3YK5M6cmx7i""]"	"[""send string graphql variables as raw fields""]"	python-test-black-and-ruff	unchanged-since-review
111	review-unchanged-source-build-infra-scripts-review-thread-batch-capture-py-8ca7f6a22766	work-review-thread-batch-capture-py-original-line-682-f771ec650d3e	2026-08-26T20:26:55Z	build-infra/scripts/review_thread_batch_capture.py	original line 682	1	"[""1864""]"	"[""PRRT_kwDOR3YK5M6cmx7X""]"	"[""revalidate thread states before accepting the capture""]"	python-test-black-and-ruff	unchanged-since-review
111	review-unchanged-source-build-infra-scripts-review-thread-batch-capture-py-8ca7f6a22766	work-review-thread-batch-capture-py-original-line-834-e1f039b23418	2026-08-26T20:26:55Z	build-infra/scripts/review_thread_batch_capture.py	original line 834	1	"[""1864""]"	"[""PRRT_kwDOR3YK5M6cmx7c""]"	"[""compare retained pr metadata with the raw response""]"	python-test-black-and-ruff	unchanged-since-review
111	review-unchanged-source-build-infra-scripts-review-thread-batch-capture-py-8ca7f6a22766	work-review-thread-batch-capture-py-original-line-890-e89c9867260a	2026-08-26T20:26:55Z	build-infra/scripts/review_thread_batch_capture.py	original line 890	1	"[""1864""]"	"[""PRRT_kwDOR3YK5M6cmx7o""]"	"[""reject pages retained after pagination termination""]"	python-test-black-and-ruff	unchanged-since-review
112	review-unchanged-source-src-amd-terascale-common-meson-build-6cd60c230df2	work-meson-build-amd-terascale-formats-c-custom-target-2cb85e428d82	2026-08-26T20:57:02Z	src/amd/terascale/common/meson.build	amd terascale formats c custom target	1	"[""1872""]"	"[""PRRT_kwDOR3YK5M6cnTwQ""]"	"[""run the pytest functions in the registered meson test""]"	configure-build-and-artifact-check	unchanged-since-review
113	review-unchanged-source-src-util-perf-gpuvis-trace-utils-h-c3fbf81e26b5	work-gpuvis-trace-utils-h-static-int-exec-tracecmd-argv-const-7eb61e99c875	2026-08-26T20:57:17Z	src/util/perf/gpuvis_trace_utils.h	static int exec tracecmd argv const char const argv bool background const	1	"[""1873""]"	"[""PRRT_kwDOR3YK5M6cnUCO""]"	"[""report background log open failures""]"	warning-clean-build-and-focused-test	unchanged-since-review
114	review-unchanged-source-build-infra-docs-review-thread-frontiers-merged-thread-ba46b63c54dc	work-default-branch-graphql-original-line-2-91183b2abe1b	2026-08-26T22:02:32Z	build-infra/docs/review-thread-frontiers/merged-thread-frontier-after-QY6A8/default-branch.graphql	original line 2	1	"[""1882""]"	"[""PRRT_kwDOR3YK5M6coWEu""]"	"[""add spdx grants to the new graphql sources""]"	repository-native-focused-check	unchanged-since-review
115	review-unchanged-source-docs-hardware-rs482-producer-alu-compaction-design-md-99f4b2a748c2	work-rs482-producer-alu-compaction-design-md-fp24-carry-bo-round-faec709aa998	2026-08-26T23:52:23Z	docs/hardware/rs482-producer-alu-compaction-design.md	fp24 carry bo round trip bit exactly follows from integrality plus the	3	"[""1892""]"	"[""PRRT_kwDOR3YK5M6cpsJr"",""PRRT_kwDOR3YK5M6cpsJv"",""PRRT_kwDOR3YK5M6cpsJy""]"	"[""update the companion source domain contract"",""require a source read proof before forwarding mov witnesses"",""use the retained negative source law as a discriminator""]"	documentation-symbol-and-link-check	unchanged-since-review
116	review-unchanged-source-build-infra-scripts-driver-root-audit-py-195dc83539a8	work-driver-root-audit-py-original-line-125-391a5d24666f	2026-08-27T03:25:46Z	build-infra/scripts/driver_root_audit.py	original line 125	1	"[""1902""]"	"[""PRRT_kwDOR3YK5M6cr2AS""]"	"[""stop accepting calls after subdir termination""]"	python-test-black-and-ruff	unchanged-since-review
116	review-unchanged-source-build-infra-scripts-driver-root-audit-py-195dc83539a8	work-driver-root-audit-py-original-line-33-ecb0a05e2a51	2026-08-27T03:25:46Z	build-infra/scripts/driver_root_audit.py	original line 33	1	"[""1902""]"	"[""PRRT_kwDOR3YK5M6cr2AX""]"	"[""use the python environment that owns meson""]"	python-test-black-and-ruff	unchanged-since-review
116	review-unchanged-source-build-infra-scripts-driver-root-audit-py-195dc83539a8	work-driver-root-audit-py-original-line-332-02f627bc764a	2026-08-27T03:25:46Z	build-infra/scripts/driver_root_audit.py	original line 332	1	"[""1902""]"	"[""PRRT_kwDOR3YK5M6cr2AR""]"	"[""bind the radv suffix to its canonical value""]"	python-test-black-and-ruff	unchanged-since-review
117	review-unchanged-source-build-infra-packaging-mesa-pkgbuild-328b9e5cedb3	work-pkgbuild-source-pkgname-git-https-github-com-oichkatzelesfrettschen-mesa-9d9ada369fd1	2026-08-28T02:20:49Z	build-infra/packaging/mesa-gororoba/PKGBUILD	source pkgname git https github com oichkatzelesfrettschen mesa 26 goror	1	"[""1957""]"	"[""PRRT_kwDOR3YK5M6dCknd""]"	"[""regenerate the loader script checksums""]"	repository-native-focused-check	unchanged-since-review
118	review-unchanged-source-src-drm-shim-device-c-00bec3a95a5f	work-device-c-drm-shim-inherited-identity-locator-char-instance-33-c57e25e753d8	2026-08-28T03:01:32Z	src/drm-shim/device.c	drm shim inherited identity locator char instance 33	1	"[""1963""]"	"[""PRRT_kwDOR3YK5M6dDAa2""]"	"[""handle changed device locators created by spawn actions""]"	warning-clean-build-and-focused-test	unchanged-since-review
119	review-unchanged-source-build-infra-docs-review-thread-classifications-merged-t-a096368e5488	work-action-frontier-tsv-drm-shim-state-token-exec-locator-p2-cd4fb6779795	2026-08-28T06:47:51Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-WhUFS/action-frontier.tsv	drm shim state token exec locator p2 drm shim state token exec locator acceptanc	1	"[""1979""]"	"[""PRRT_kwDOR3YK5M6dFTJD""]"	"[""keep view index closure open until count calibration runs""]"	schema-generator-and-mutation-check	unchanged-since-review
120	review-unchanged-source-src-amd-r300-common-r300-tcl-bypass-triangle-56b56e4f0d16	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-multi-6ad4bc2b3fe4	2026-08-28T08:23:08Z	src/amd/r300/common/r300_tcl_bypass_triangle.c	r300 tcl bypass triangle multi pass reference count	1	"[""1982""]"	"[""PRRT_kwDOR3YK5M6dGxH3""]"	"[""reject non reference shapes in varying passes""]"	warning-clean-driver-build-and-focused-test	unchanged-since-review
121	review-shared-change-history-7c94a98b7139262e83035d11ec2c382503cb110c-e4746eabf-1e45f282bb15	work-terakan-softfp64-lifetime-contract-test-py-original-line-58-fec8187937aa	2026-08-10T12:26:10Z	src/amd/terascale/vulkan/tests/terakan_softfp64_lifetime_contract_test.py	original line 58	1	"[""1305""]"	"[""PRRT_kwDOR3YK5M6X3byR""]"	"[""verify that wsi failures reach fail device""]"	python-test-black-and-ruff	changed-since-review
122	review-shared-change-history-3c24bc929b87028d5c4ed2a90f79d3924594b258-2c8d19405-d7f2009d211a	work-r300-r2vb-c-bool-r300-r2vb-producer-interface-init-gated-849223324227	2026-08-12T02:30:07Z	src/gallium/drivers/r300/r300_r2vb.c	bool r300 r2vb producer interface init gated	1	"[""1395""]"	"[""PRRT_kwDOR3YK5M6Yb3vf""]"	"[""add symbol discovery provenance to the psc claim""]"	warning-clean-driver-build-and-focused-test	changed-since-review
123	review-shared-change-history-4af44f4212f06b31e8fd5577645a97953b7b3924-981dd80e8-d067dc38f199	work-r3v-native-loader-sweep-c-child-exit-status-int-body-aab625dc6025	2026-08-12T03:10:44Z	src/amd/r300/vulkan/tests/r3v_native_loader_sweep.c	child exit status int body status	1	"[""1399""]"	"[""PRRT_kwDOR3YK5M6YcP8D""]"	"[""retry waitpid when a signal interrupts the wait""]"	warning-clean-driver-build-and-focused-test	changed-since-review
124	review-shared-change-history-c24c0dbb6b9da164768351361130d13be09b83ee-d858b1a51-6eaf8a3b74a4	work-meson-build-if-get-option-r3v-native-backend-d69517bd1b58	2026-08-12T03:47:23Z	src/amd/r300/vulkan/meson.build	if get option r3v native backend	9	"[""1404"",""1592"",""1601"",""1610"",""1652"",""1663"",""1681"",""1695""]"	"[""PRRT_kwDOR3YK5M6YcmNc"",""PRRT_kwDOR3YK5M6ZIlCL"",""PRRT_kwDOR3YK5M6ZMYw7"",""PRRT_kwDOR3YK5M6Zdt0i"",""PRRT_kwDOR3YK5M6ao71I"",""PRRT_kwDOR3YK5M6ao71S"",""PRRT_kwDOR3YK5M6a_7y9"",""PRRT_kwDOR3YK5M6bXPWk"",""PRRT_kwDOR3YK5M6bbd_I""]"	"[""calibrate the extra slot failure in isolation"",""add the producer hardware authorization procedure"",""move the arming runner outside the drm shim guard"",""include the tuple tests in the qualification inventory"",""include every native header in the source audit"",""give the pipe format provenance one canonical home"",""add known bad calibration for the timing verdict producer"",""derive the native header census from the source closure"",""require the synthetic calibration in native only qualification""]"	configure-build-and-artifact-check	changed-since-review
125	review-shared-change-history-dcb79af9fd7fb8d0693909d799162565026a042e-ad9b4cccc-f3f7b5dbec38	work-r3v-native-entrypoint-audit-py-def-populated-slot-1e39abd228f4	2026-08-12T03:47:23Z	src/amd/r300/vulkan/tests/r3v_native_entrypoint_audit.py	def populated slot	1	"[""1404""]"	"[""PRRT_kwDOR3YK5M6YcmNY""]"	"[""track the pointer that guards each optional call""]"	python-test-black-and-ruff	changed-since-review
126	review-shared-change-history-bcc499b1470a86d5d81c998942ea3ab8f46bcf22-c19345158-1243c2410207	work-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3	2026-08-12T04:16:40Z	src/amd/r300/vulkan/r3v_native_cell.c	r3v native cmd buffer execute deferred draw	9	"[""1407"",""1644"",""1651"",""1722"",""1723"",""1736"",""1740""]"	"[""PRRT_kwDOR3YK5M6Yc3Z4"",""PRRT_kwDOR3YK5M6agImF"",""PRRT_kwDOR3YK5M6ao04o"",""PRRT_kwDOR3YK5M6ao04s"",""PRRT_kwDOR3YK5M6ao04y"",""PRRT_kwDOR3YK5M6beGfr"",""PRRT_kwDOR3YK5M6beOn9"",""PRRT_kwDOR3YK5M6biZso"",""PRRT_kwDOR3YK5M6bifSP""]"	"[""remove the internal source path from the comment"",""describe computed positions in the viewport contract"",""apply the viewport transform before emitting producer records"",""defer command buffer mutation until carrier mapping succeeds"",""propagate observed carrier retention failures"",""execute zero input vertex jobs before submission"",""invalidate a freshly mapped index allocation before reading"",""map the target before applying either clear"",""reverse the window space winding test""]"	warning-clean-driver-build-and-focused-test	changed-since-review
126	review-shared-change-history-bcc499b1470a86d5d81c998942ea3ab8f46bcf22-c19345158-1243c2410207	work-r3v-native-cell-c-record-triangle-cell-tail-struct-r3v-c74bba439f15	2026-08-12T04:16:40Z	src/amd/r300/vulkan/r3v_native_cell.c	record triangle cell tail struct r3v native device device	1	"[""1407""]"	"[""PRRT_kwDOR3YK5M6Yc3Z1""]"	"[""detect aliases of the same gem bo across separate mappings""]"	warning-clean-driver-build-and-focused-test	changed-since-review
127	review-shared-change-history-bcc499b1470a86d5d81c998942ea3ab8f46bcf22-c19345158-8cb786d91bbe	work-r3v-native-vertex-carrier-harness-c-main-void-f81d93989ed9	2026-08-12T04:16:40Z	src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c	main void	3	"[""1407""]"	"[""PRRT_kwDOR3YK5M6Yc3Z7"",""PRRT_kwDOR3YK5M6Yc3Z9"",""PRRT_kwDOR3YK5M6Yc3Z_""]"	"[""bind the byte fixture to the canonical triangle oracle"",""attach a discovery source to the vap byte order claim"",""state the alias test as a present tense mechanism""]"	warning-clean-driver-build-and-focused-test	changed-since-review
128	review-shared-change-history-13a7613d9607af74e40127022979e901d9eef549-3757172d5-418f774b8c8c	work-r3v-native-arming-test-c-test-each-factor-refuses-void-71c4ce255bd6	2026-08-12T10:35:17Z	src/amd/r300/vulkan/tests/r3v_native_arming_test.c	test each factor refuses void	1	"[""1478""]"	"[""PRRT_kwDOR3YK5M6YiPRn""]"	"[""reserve space for the attempt token suffix""]"	warning-clean-driver-build-and-focused-test	changed-since-review
129	review-shared-change-history-8077376b79a29299a39b37c6178b7a064a9abf29-1b5ddf724-ea3bd57786be	work-r3v-native-attended-cell-procedure-md-the-run-proceeds-only-c56b8e9956ab	2026-08-12T10:56:28Z	docs/hardware/r3v-native-attended-cell-procedure.md	the run proceeds only when all of the following hold	2	"[""1486"",""1715""]"	"[""PRRT_kwDOR3YK5M6YiliQ"",""PRRT_kwDOR3YK5M6bdQpE""]"	"[""point the variable at the tcl bypass replay tool"",""nitpick the statement that the suites run with r3v native manifest dir withheld is false for the r3v native float2 tuple cell external manifest ignored test its meson test definition explicitly sets r3v native manifest dir to meson curren""]"	documentation-symbol-and-link-check	changed-since-review
130	review-shared-change-history-ccb499011d89d04f61dc012c6b2c526aa74ac231-58b08917a-7e306e1b6136	work-r300-r2vb-c-void-r300-emit-rs482-r2vb-compute-loop-8eb5af635ade	2026-08-12T14:36:59Z	src/gallium/drivers/r300/r300_r2vb.c	void r300 emit rs482 r2vb compute loop struct r300 context r300	1	"[""1540""]"	"[""PRRT_kwDOR3YK5M6Ym2kE""]"	"[""validate the new c1c packet on rs482 before landing""]"	warning-clean-driver-build-and-focused-test	changed-since-review
131	review-shared-change-history-3742009c13db4a63b0bcfdb37b1e8f2bc5d04e40-ef9a7d3a7-32cb892a48ed	work-r3v-source-header-audit-py-original-line-43-a0f216c648c1	2026-08-14T00:33:46Z	src/amd/r300/vulkan/tests/r3v_source_header_audit.py	original line 43	1	"[""1589""]"	"[""PRRT_kwDOR3YK5M6ZICHm""]"	"[""scope the upstream holder exception to r300 reg h""]"	python-test-black-and-ruff	changed-since-review
132	review-shared-change-history-13a7613d9607af74e40127022979e901d9eef549-4bd28d4e6-6add1de3dd34	work-r300-r2vb-producer-manifest-c-main-int-argc-char-argv-5d7a41403dd9	2026-08-14T01:05:15Z	src/amd/r300/common/r300_r2vb_producer_manifest.c	main int argc char argv	1	"[""1591""]"	"[""PRRT_kwDOR3YK5M6ZIX14""]"	"[""replay the generated 64 byte carrier allocation""]"	warning-clean-driver-build-and-focused-test	changed-since-review
133	review-shared-change-history-13a7613d9607af74e40127022979e901d9eef549-4bd28d4e6-d372219e6804	work-r300-r2vb-producer-pass-c-int-3d9d833517b2	2026-08-14T01:05:15Z	src/amd/r300/common/r300_r2vb_producer_pass.c	int	1	"[""1591""]"	"[""PRRT_kwDOR3YK5M6ZIX2A""]"	"[""reject fragment binaries that are not the passthrough""]"	warning-clean-driver-build-and-focused-test	changed-since-review
134	review-shared-change-history-cb3d078ed417e2b566f3f2eb30dad89ca3f552f7-4bd28d4e6-ae9254fff442	work-r3v-native-attended-producer-procedure-md-original-line-38-592b332c4c53	2026-08-14T01:24:56Z	docs/hardware/r3v-native-attended-producer-procedure.md	original line 38	1	"[""1593""]"	"[""PRRT_kwDOR3YK5M6ZIj8I""]"	"[""replay the exact producer submit object""]"	documentation-symbol-and-link-check	changed-since-review
134	review-shared-change-history-cb3d078ed417e2b566f3f2eb30dad89ca3f552f7-4bd28d4e6-ae9254fff442	work-r3v-native-attended-producer-procedure-md-original-line-53-ee6f9ff6087b	2026-08-14T01:24:56Z	docs/hardware/r3v-native-attended-producer-procedure.md	original line 53	1	"[""1593""]"	"[""PRRT_kwDOR3YK5M6ZIj8E""]"	"[""preserve partial poison as an unwritten outcome""]"	documentation-symbol-and-link-check	changed-since-review
134	review-shared-change-history-cb3d078ed417e2b566f3f2eb30dad89ca3f552f7-4bd28d4e6-ae9254fff442	work-r3v-native-attended-producer-procedure-md-original-line-56-9913e54a1b70	2026-08-14T01:24:56Z	docs/hardware/r3v-native-attended-producer-procedure.md	original line 56	1	"[""1593""]"	"[""PRRT_kwDOR3YK5M6ZIj8L""]"	"[""describe the tail as in row padding""]"	documentation-symbol-and-link-check	changed-since-review
134	review-shared-change-history-cb3d078ed417e2b566f3f2eb30dad89ca3f552f7-4bd28d4e6-ae9254fff442	work-r3v-native-attended-producer-procedure-md-original-line-67-9ceedfd0aab8	2026-08-14T01:24:56Z	docs/hardware/r3v-native-attended-producer-procedure.md	original line 67	1	"[""1593""]"	"[""PRRT_kwDOR3YK5M6ZIj8P""]"	"[""keep parser acceptance out of transport evidence""]"	documentation-symbol-and-link-check	changed-since-review
135	review-shared-change-history-4bd28d4e6ddda782e109e29e10d87116f4a45365-73949599f-22d3bbee96ed	work-r3v-native-attended-producer-c-original-line-2-322788f83112	2026-08-14T01:26:49Z	src/amd/r300/vulkan/tests/r3v_native_attended_producer.c	original line 2	1	"[""1592""]"	"[""PRRT_kwDOR3YK5M6ZIlCE""]"	"[""add real copyright lines to the new source files""]"	warning-clean-driver-build-and-focused-test	changed-since-review
